device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
Mid-range,116,131,48,2.5308121441504343,1.4071025225111937,5000,LDPC,0.0906042601414874,107.45484492602336,3.51916648344003,0.13147329416497106,1.5261730425212274,0.6331607939276397,0.2709536018095269,0.1440311661770894
Mid-range,96,398,42,5.7802100178004014,1.8525103683720974,2000,LDPC,0.062184596783855975,372.7554041766842,3.635053742065372,0.43209793935688123,2.9243030461696358,0.9790631030075367,0.37062555635569006,0.16093984417471519
Low-end,162,459,24,3.835943213012838,1.3287802566521396,2000,LDPC,0.07550334690955231,421.2688298122638,2.1813243167826997,0.22980855377896556,1.4554587969057156,0.7638033841447007,0.3216276330679604,0.11727983803923188
Low-end,164,208,27,4.610225657410881,1.422475267929866,1000,BCH,0.09523629919959448,176.39604435684274,3.3738053256598004,0.4583376889402173,2.3874598136059895,0.8168762938752168,0.32881686929330445,0.12892134409335873
Low-end,144,91,20,3.4360563448293338,0.22327315163737185,2000,LDPC,0.07964224940711374,340.2561918785114,2.41584517364253,0.23309097804339945,2.958373084531914,0.859066203896446,0.3667390136542795,0.15841881193155882
Low-end,141,379,29,2.3654098862299544,1.3850726243472131,5000,BCH,0.09104865694938637,484.24082144600357,2.378256582018747,0.4149715476343566,1.474385648497732,0.9267905283724218,0.3839998729742281,0.18404844099081208
High-end,116,304,21,2.855165170371642,0.3037607989660892,1000,LDPC,0.018163465308518575,335.4845440246245,3.021449513422662,0.2784021039834979,1.5020880273978565,0.7383638004280826,0.48712948253727123,0.10892821208327585
Mid-range,130,498,37,1.0998001303791087,1.3315510420996481,4000,BCH,0.047238270454398934,475.0866737302469,4.738333223941459,0.3265541220627778,1.975435063939015,0.5002930056315658,0.49698803531131475,0.11406319058153917
Mid-range,138,318,44,2.6498996544742597,0.927075750569881,2000,LDPC,0.09344927520718865,287.8392035988916,4.121866416032527,0.19642513609000073,2.1510853681279603,0.8601807535258994,0.25172994213713695,0.16797670451596008
High-end,164,262,29,0.8122171546036654,1.0369743982237536,3000,BCH,0.08296571007648001,383.4070251214891,4.078842093113105,0.4685850277454149,1.970132324247696,0.9896792546320158,0.4386985117196377,0.13391633738044367
High-end,168,353,35,1.4631247368988174,1.7981132182057198,4000,BCH,0.08189158991844614,273.423315924897,3.023437028108525,0.2375401443046805,1.8153160266258306,0.7051674016586964,0.26094935323208623,0.16941595061249137
Low-end,142,340,50,7.047522927588232,1.7703469298087462,2000,LDPC,0.09405120813686323,396.81330960537264,4.081633637577628,0.217379059834772,2.9233705338181712,0.7884504821665073,0.33107642158433415,0.14512301544679004
Low-end,98,278,22,1.9707076354182826,1.1529390467491487,4000,LDPC,0.0788910208077735,482.11104830037016,4.41068174735838,0.293701443070877,1.543436845677099,0.7158681112564051,0.3684953658860193,0.13279884654232244
Low-end,156,489,49,6.197965607304192,0.7083317886209952,3000,LDPC,0.06340600451975835,387.0691960621739,2.5886190847944914,0.48383918138293946,1.5007054211776387,0.8715952574227895,0.22311361179814412,0.1677452306317761
Low-end,86,271,41,4.995851110508476,1.003985381621963,3000,LDPC,0.07393049780972384,383.87076205195706,4.46133250113178,0.4178698293535147,1.8110104801443372,0.5460088070483755,0.3457720792104598,0.17610696353435315
Mid-range,123,381,48,1.1319606948655256,0.3683434463056196,3000,LDPC,0.056464726165328105,371.54771251396403,4.308862003084277,0.3006679494448241,2.930570110894881,0.5649061134087696,0.3444300704457362,0.18218665550811142
Mid-range,129,240,45,1.2353457627144768,1.924264258306547,5000,LDPC,0.03719228618437233,262.36449843373896,3.814818364645276,0.2417220876781601,1.9195854592755592,0.5421666376836343,0.41188785911430636,0.13182513060353507
High-end,117,115,18,2.58588943053416,1.3848631717362692,5000,LDPC,0.08721389496873325,485.2013215446745,2.3756706592263215,0.10268635305761663,2.735657652670455,0.552421402384057,0.4467971058987792,0.10402266035509206
Mid-range,138,196,27,2.9165855858677885,0.6101593282641493,2000,LDPC,0.04690048444580346,206.11305988778696,3.217423101876112,0.30859223071544273,1.118821012504198,0.7685505560051513,0.4964213307807577,0.17573218543653757
High-end,151,360,42,1.438808409121515,0.5298074783421794,1000,BCH,0.014836743540725167,325.0265106272197,4.102824179642983,0.14031641355278032,2.801501646835299,0.8228918659252061,0.2259992239311468,0.12541739361305515
Low-end,168,461,19,1.0082710323854263,0.20904330952919917,2000,LDPC,0.039192088119088676,239.62690425162694,3.7997749744674785,0.4924902054215743,2.1447231178068127,0.8071066435841006,0.45078062316093487,0.15161056987314178
Mid-range,111,190,33,0.6037458950110332,0.45109217978820404,3000,LDPC,0.010439409944459977,159.67495550031902,3.0082729027083848,0.34575084652164867,1.6925273739954079,0.7733989417630657,0.20689660009792707,0.14865716759561232
Mid-range,149,117,37,8.404267543510574,1.5987383043767167,3000,BCH,0.06764395644793667,491.3246534264386,2.217374197266333,0.3734969449669736,2.7411359970236404,0.8522779645199003,0.23672262492607626,0.15401067096759968
High-end,95,128,38,4.4579505817724,0.33475897913905217,3000,BCH,0.035768974907270254,138.90402560746656,4.013325636031375,0.29358620978357153,2.7183113709339413,0.9786102322744479,0.3646286497038659,0.19246792199078264
High-end,150,511,17,7.735233795976378,0.2849279991838025,3000,BCH,0.07065841408567679,496.5196865410364,3.9830724648681595,0.19631880253705103,1.1593272200609397,0.7206150446902132,0.38485096218532455,0.17162393030243223
Low-end,110,212,31,2.1071633125343827,0.9258488041173591,5000,LDPC,0.09043299063708479,291.76625432959884,3.971856682665732,0.1705399288759108,1.777060650522625,0.8767732263625452,0.28904121003925026,0.1658041911586618
Mid-range,145,459,35,9.75117268882379,0.8376495677324909,2000,LDPC,0.0940222033725108,111.10829310496358,4.352666942155493,0.3532499455208883,2.4824133386558804,0.9219390498229535,0.2821425065956032,0.1995102236851801
Mid-range,108,238,35,1.7201562182161094,0.2516324698993648,2000,LDPC,0.03854166390002963,339.16700171244713,2.8238507585490376,0.21293812166545065,2.0905655894699438,0.6359301722080095,0.3398232722030513,0.1317185935502056
Mid-range,143,195,14,2.701336499891537,1.3592724839448265,1000,BCH,0.05549620845801556,482.66460840522643,3.5198162124764556,0.3622482940407653,1.9628606056596345,0.7999930671604139,0.3457639976206095,0.11300815876364814
Mid-range,80,405,16,4.485302286444034,1.433740294208773,1000,BCH,0.08700661482514849,214.0508772117602,4.850065994924412,0.4681783347838808,1.5435399365182947,0.538903966051262,0.49266101127049877,0.11078333059187895
Mid-range,156,293,21,8.197172367716085,0.8907137077395149,5000,BCH,0.04741123028824989,214.9852393000765,4.088587413753245,0.47164983251577186,1.360966408500475,0.9175706213339219,0.41344407178206927,0.124453533789252
Mid-range,136,188,24,0.5492699076491367,0.34187730326837323,1000,BCH,0.04179535856712645,498.1876754938815,4.4142334964236944,0.48175578785538553,2.4330584083828968,0.5708734066135412,0.33573604394219825,0.1982125431923652
Mid-range,165,141,39,4.577841168359955,1.2955088559042809,4000,BCH,0.03295207765762008,334.17996637896374,2.980863623850373,0.1045906994132082,2.9619200181384873,0.8192737239159188,0.2308301969615462,0.1131285395461338
Mid-range,126,327,16,9.71797714377097,1.8213137552046241,4000,LDPC,0.026274330311670757,137.69670804754782,3.02342315949579,0.35337003096642705,1.1586391951895896,0.90025760873285,0.23901533992436616,0.19850925903551792
Mid-range,161,377,13,4.92278975542597,1.0202242868737008,2000,BCH,0.03995451364852468,390.5039112173423,4.4748747724511855,0.173933560895699,1.8346527876114602,0.9081103018824048,0.29249750449870626,0.17513674686832084
Mid-range,111,480,17,7.104813207820064,1.6712647046204143,1000,LDPC,0.0747765810297274,409.22565621219496,4.309818088576276,0.1485802233108614,1.1457381029687224,0.569214593007298,0.27372841696430916,0.15029326186330044
Mid-range,103,372,15,9.82726135236619,1.6503611877465774,2000,BCH,0.012680266134012309,266.92149947419205,3.014588770443147,0.24159983410626504,2.0250897649316855,0.5503515253463102,0.22101141373040115,0.19713516692466931
Mid-range,92,92,29,2.4803279566876273,0.937058129841541,4000,BCH,0.03638315938052382,258.9035569355003,3.217554478651747,0.45899968379561706,2.874464996679297,0.8911039796549725,0.38314248003904383,0.11082602355499231
Mid-range,98,491,44,7.34621035534673,1.7003781989734579,1000,LDPC,0.08086697128715636,172.03132264415024,4.585934639003859,0.26343568967533565,1.225296931751838,0.6788681516712773,0.3884049920120597,0.13359179076246697
High-end,106,192,36,5.63033984382797,0.5562702319653936,3000,LDPC,0.09998417116546834,352.685623298062,2.447602080185435,0.3361114924337146,2.9901832231771133,0.5623354581087483,0.41138288916230625,0.1388118705926604
High-end,156,222,23,1.2440942217255622,0.7747089501142428,5000,LDPC,0.038109393172938905,179.7529426193413,4.1640051443319885,0.26086282735097016,2.8829287297028134,0.7801202014623101,0.24570959551681304,0.12224780904956584
Mid-range,161,415,36,7.296203492240067,1.0567130363858155,1000,BCH,0.017616387604643655,221.5011478272577,3.6871985577661737,0.1308066236849401,2.1196607404711076,0.7972712573837355,0.2642858339516525,0.1246848251646107
Mid-range,80,83,16,8.512276451279282,0.8127524310120917,1000,BCH,0.036075573487173315,267.21338544200273,3.577787525899819,0.12785951730670064,2.560441148851538,0.9720522918628763,0.37974448968611685,0.1977852488677034
High-end,150,159,13,5.79311651496868,1.084653671369054,2000,BCH,0.06623175948825387,206.4635186850196,4.5092627636538865,0.38353657505330974,1.1251863853979147,0.7239631221808935,0.21263186981297189,0.1936170689026903
Mid-range,138,438,28,8.158699903024909,1.1625901319632412,2000,BCH,0.07747160633883732,221.89301781778227,3.617798300934775,0.23042978767037048,2.415147679553356,0.5106992049922588,0.2652164875573321,0.10741734358983226
Low-end,83,137,48,8.01357643427254,1.304338389560852,3000,BCH,0.08945108134004581,364.89482131988876,2.495827510195556,0.3466403783431294,1.1446226596017055,0.6267876912227298,0.3793512223669536,0.18557799177279555
High-end,161,116,13,9.109748515989182,1.2303463514815913,2000,BCH,0.06820198856452733,301.78410551396547,2.318889935195135,0.2627339640435504,2.6454915254105904,0.6267256490023025,0.3751884294256266,0.16828279258838202
Low-end,94,270,46,8.154754741367217,0.8002730023421245,1000,LDPC,0.07533259936918674,434.18950718559717,4.3062631311193655,0.2694042151806796,1.8416235418118467,0.6322506958770686,0.4588629893381953,0.11747437566730955
Low-end,161,447,12,7.606118310223897,1.414124744801966,1000,LDPC,0.07830617593021726,162.84421098215276,3.3934373455481097,0.2696286747566828,2.528471491864157,0.7285405349532637,0.27774405912370265,0.16638771964436255
High-end,134,350,43,3.579281886534993,1.4110626905855068,5000,LDPC,0.014269223210509135,403.6113388401484,4.198423620675948,0.4586192139171782,2.3677539773332494,0.6750102584060274,0.253834365445802,0.11794379819238013
High-end,86,147,47,0.9799477689921345,0.972758383074984,2000,BCH,0.014070152689342676,273.88834022173927,4.424332853404759,0.49821781507921525,1.7376227075030464,0.8250679622279559,0.46466082989623414,0.12348285311938063
Mid-range,84,238,24,8.443814334918978,1.3159186442643191,5000,LDPC,0.08366057458141277,200.2660369815941,2.8313425659087423,0.16456424294497352,1.9913789706348735,0.6064948615665771,0.4252094264642971,0.15817422428397038
Low-end,165,348,47,6.959961155670472,1.0489330783526023,3000,BCH,0.017644246589227204,305.7935427500746,4.609647541505359,0.3474922386060975,2.8444870656408625,0.5271635594150208,0.4786747732191145,0.14485047208577564
Low-end,155,141,41,4.161663273789278,0.358873084074544,2000,BCH,0.05312017378740161,449.82765489943023,2.5670132416564684,0.2567983936480198,1.821301821861912,0.5923711492388359,0.3543701285192248,0.1856915062977063
High-end,115,355,44,5.9360468750252515,0.48848335324095454,4000,BCH,0.048540414654768535,417.93178036796775,4.889409030256162,0.10857985323551188,2.193635958003271,0.5622492343322066,0.3094858779334118,0.1339532691327407
Mid-range,118,258,34,5.559538615979482,1.5849359951523911,1000,BCH,0.014038531872279474,144.65812195725078,2.039379611582455,0.480199995827281,2.792661835590587,0.7350051172418246,0.24687489821518654,0.12323292448031248
Mid-range,155,326,13,8.14021876740519,1.4653581724309954,3000,BCH,0.09369467808929748,381.3755008821881,2.990977381840333,0.3248924957829684,1.7007610583948558,0.883687271932208,0.3417613979749528,0.11500116074375157
Low-end,156,239,25,1.3861935112025505,0.439116839569918,3000,LDPC,0.030720389337104588,155.92305964271242,4.154649896093407,0.2978485101232896,1.2678112732749058,0.91451650395621,0.21146976819836172,0.111999471639119
Mid-range,140,124,36,7.3300085388999205,1.8835776711616443,3000,LDPC,0.042103003986450845,384.48991814867423,3.6201220958464804,0.143935525318563,2.2161753453767115,0.9379377140884946,0.22693933395820493,0.16344272171030721
Mid-range,114,216,47,2.7843891028264656,1.142802646351878,5000,LDPC,0.0993052207033667,142.49595986447,4.067420185531928,0.1358596920407017,1.4882962546286647,0.5764102011189871,0.4663081495172671,0.12411267942586145
High-end,117,240,45,2.5665124564955537,0.21365595209632013,5000,LDPC,0.06345242445814396,115.25574306028253,2.726625191006349,0.17601745025551213,1.7063825781741508,0.8585218286260707,0.4455196181921651,0.19653156941793337
Low-end,134,399,20,4.282092189834335,1.5660177572163514,3000,LDPC,0.032857041402623625,158.66490091084117,3.7322708740992767,0.4318245958643572,2.4646297624600177,0.7338027008737831,0.47750112648894816,0.1620008346805988
High-end,132,490,50,6.2645831893870305,1.086360339646465,2000,LDPC,0.09139135720739279,325.6671196792714,3.657092475845647,0.12963702047911144,1.64726525448053,0.7061179101778798,0.46445410011099225,0.1404383302599508
Mid-range,164,258,27,7.608107609415203,0.9401728734625674,5000,LDPC,0.06615948937761183,318.31022972536675,4.711494722324054,0.4647186563280248,2.0475524687978908,0.9019968405000837,0.3254174621955734,0.1936060772572097
Mid-range,107,73,14,2.424346181085717,1.586127205323909,2000,BCH,0.09798708245687301,197.0453779927471,2.1584128861397205,0.3703096157098641,2.770756105035024,0.6446931213547111,0.22847969733167744,0.18697678274694784
Low-end,165,229,19,5.730850188028849,1.7989212522800262,1000,LDPC,0.04702550371514334,356.65629381452277,4.874552960858871,0.47931473269035885,1.9493852379773897,0.7645761262376607,0.45398926211855717,0.10647653142474929
High-end,132,141,50,9.058211878711775,0.9615140298239517,5000,BCH,0.05827204715587188,192.45106309179084,2.5019385899486863,0.2254008326268318,1.3792508152560945,0.8511098152679881,0.3119943666455483,0.14538111959480945
High-end,126,210,13,5.563118860095512,1.228918545464488,2000,BCH,0.08872425657776686,152.4800689364571,3.4195626646730815,0.458998944359822,1.9247786670875233,0.5651942565256227,0.363677322015576,0.1590466812987761
High-end,106,419,11,8.186710515770393,0.7300037273695037,4000,LDPC,0.036565285320283025,136.25896306494195,2.519086172690413,0.399968396498793,2.6085858849730474,0.7436888052399957,0.3164275244302308,0.19628958500095373
Mid-range,168,141,32,2.4605379498506097,1.8565924070002928,3000,BCH,0.08639474420891671,455.6202214339013,3.6606991510499487,0.2421136664232535,2.747080468244442,0.8785327657249621,0.2048437312660331,0.17702110748084376
Mid-range,81,494,47,6.116744027840188,1.698164480761459,5000,LDPC,0.055400140921437836,115.6538757882453,4.227409990967753,0.321425375942732,2.0339690177745577,0.9496601156333345,0.4640347421593066,0.18586592923529893
High-end,168,326,45,3.987496149894769,1.0339216113473988,1000,LDPC,0.09411286419552538,242.4324627272807,2.1605562910226217,0.3281684472361279,1.6573062132506327,0.5847348962667094,0.20935792032835943,0.1856257593854507
Mid-range,144,349,47,7.480873643943778,0.9549108137385547,1000,LDPC,0.07666707837104389,328.5090179442893,3.857890355717572,0.46446952935093677,2.9017749884078077,0.9546422129861135,0.3600250805587534,0.17095588802985967
Low-end,147,189,45,7.603639072247899,1.6644738759813926,1000,BCH,0.08954396147482119,343.7353450972135,4.734613856621971,0.24803906403837261,1.5033325967604905,0.7941606406515549,0.41492023330850347,0.1650427901704561
High-end,120,355,32,5.475926640178246,0.8602914585446282,2000,BCH,0.046630658127090475,148.11140312929152,2.8690930191199078,0.13865582660709963,2.7708565437156714,0.653109572320313,0.27164349097526364,0.1176864739218114
Low-end,101,367,39,1.046647191757056,0.2500370752168776,3000,LDPC,0.06163222141437942,428.81527883708,4.939623494865712,0.2774217464660149,1.7020883753715865,0.9593163965500722,0.3485900576409761,0.14358789718167797
Low-end,118,138,18,5.0427722543429185,0.7074519845754046,5000,LDPC,0.08934699796568722,390.4575082433289,4.714156524649519,0.39799857373395786,2.2468332039725807,0.8613345460755628,0.3323173174184499,0.19015656583634055
High-end,113,189,43,8.816608669882294,1.843423321107594,3000,BCH,0.035528907514265094,197.99201429721722,4.975567864087409,0.2549992735047575,2.560905524400167,0.9749263303940274,0.2580539034725717,0.1719483619713807
High-end,159,167,39,3.3469789468024786,1.9571288093141879,3000,BCH,0.0907015252774267,162.97691833654557,4.366362234815078,0.4959628368742176,2.7713744672414036,0.7330773849612018,0.2829663731135717,0.1632288514937913
Low-end,160,191,28,3.419736986275469,0.7347454979095427,2000,BCH,0.03657164442705027,314.2870071756277,4.744157390978568,0.2519723226965281,1.395360312717432,0.5395584042876127,0.46989586404618394,0.14447750530439538
Mid-range,100,502,20,6.588185072565336,1.4808479190206876,2000,LDPC,0.030664212517348265,343.8256713418474,3.0025028521054535,0.32875992304670737,1.598568444359027,0.73449788689229,0.23660173104147184,0.17119855864987532
High-end,120,380,36,4.337653838936132,0.3100630856432759,5000,LDPC,0.07600060222131558,279.1430408409077,4.110954845432572,0.3711333483410968,1.0734045027056205,0.9768942286204629,0.40275174718302054,0.17476156514042646
Mid-range,146,112,26,2.048985610307132,0.6196530483508798,4000,LDPC,0.06529836405655022,242.53186439337466,3.244731790557403,0.3125516248671778,2.716217861172729,0.6073543923660906,0.34175004703678524,0.18358003587649482
Low-end,140,93,30,4.339956062016999,1.216372154469694,4000,LDPC,0.0935841485908136,471.3040907752502,4.7981484427299765,0.4244209312030811,2.9299094395053302,0.9053236186472795,0.4785637715540108,0.11328566042386935
Low-end,102,252,43,5.695340449600128,0.8400436492035726,4000,LDPC,0.08364522496550073,365.35729380259096,4.637474631842317,0.18558714471374735,2.726840889521625,0.8999117636641938,0.41194891556204843,0.15580253880973505
Low-end,113,488,39,7.871460538465094,1.2232027612902587,5000,BCH,0.07857984778310237,140.44412241680675,4.777335232543938,0.17363730506869995,2.260770608439615,0.9873095099366227,0.34872962553226816,0.1586911596302502
High-end,98,157,17,9.329785372618575,1.98232620290331,4000,BCH,0.08909633025802192,335.36875326259695,4.066700229867608,0.11502278983787693,1.3982330979213242,0.958946059557201,0.40690498725262875,0.17652260027851743
Mid-range,166,87,33,4.90046457283638,0.24912833851758628,5000,BCH,0.03233792425549819,178.772320998026,3.7964062945608914,0.43185788018410365,2.5069015446187666,0.5721220148896485,0.23221372436588558,0.11452633734764461
Mid-range,103,249,14,8.063969892173477,0.825637163844881,5000,BCH,0.0820671063917654,108.2489276110079,4.3789208394043895,0.4946600614211647,2.057950062545608,0.8863968696791116,0.22014047106070053,0.18895225823499057
Mid-range,154,187,45,8.980875991903819,1.6458481805315568,5000,BCH,0.02338339870326237,355.0914698454999,3.0331002432304452,0.39329642906254725,2.7653419863450415,0.9592257969965827,0.35723032180578346,0.1687957228580625
Mid-range,81,109,12,5.060489398203503,1.2003790856751229,3000,LDPC,0.025747169398265123,374.6979387251598,2.075925620794096,0.10765452362748147,1.939448921440752,0.6603720901619312,0.387799381354324,0.1362475056744961
Low-end,128,385,32,2.5327128686292477,0.7757942964588553,5000,BCH,0.06410143427483697,437.04500388348487,4.0867074961688745,0.4339406341644898,1.8180644623450726,0.9834861975744579,0.4292401348930122,0.12678519547436723
Low-end,131,196,15,8.434818555686897,1.2441093285900293,5000,BCH,0.0795633211667332,328.00178230082884,4.365577686469395,0.28368432683218126,2.362176797230796,0.9556902361571276,0.2112591834804384,0.18843280137848112
High-end,125,226,22,0.6806939591169172,1.4123258066130016,4000,LDPC,0.017891569757465933,244.2444023756473,3.1224468461001753,0.10520463016482343,1.1895675167079771,0.9850661310124293,0.33349461368569777,0.10038730967364701
Mid-range,96,411,19,5.679627127598335,0.29757103413448377,5000,LDPC,0.02895088158326281,133.7361190404338,4.286493900634656,0.35546869134608194,2.195714602596116,0.6776894911635343,0.4816487294921406,0.19170255704536468
High-end,94,505,47,5.177399195838679,0.7092658301258328,4000,BCH,0.09258492315445577,314.0259557982783,2.786034974453536,0.3301589735756024,1.977560103824965,0.7621375710179518,0.3414005078602067,0.1604457588903893
Low-end,166,181,10,7.574110469630461,1.4724130955818964,1000,BCH,0.08658834114775513,470.80841241220406,3.789842936685272,0.1466878112651387,1.4465319053834107,0.7839065652171602,0.2710207156643046,0.12032366907654785
High-end,161,304,18,9.776338795266147,0.3577552376617762,4000,BCH,0.04639835154337436,118.02968327291325,4.805272234591387,0.16342443806185405,1.0186203030236918,0.7913711628012394,0.46635781847470387,0.10227120463621375
Mid-range,133,471,17,1.7744627279633687,1.181138467267455,3000,LDPC,0.05751702795066839,186.3254402803915,4.6823877808366605,0.21364781459493534,2.267614648518456,0.7033500966206601,0.28865065459043077,0.13728778279227888
Mid-range,163,102,44,8.990523240244423,0.40837279616280847,4000,BCH,0.03661749163969732,171.33526966029632,2.0058561298497093,0.14829113899743684,2.391152366264802,0.8264446724636596,0.30264705157326943,0.1291559908292419
Mid-range,121,253,17,3.7836582633154743,1.621522498561146,2000,LDPC,0.03835629276265344,132.45762654662792,2.02518920430808,0.17376779195629122,2.2807210753628846,0.7990637854494274,0.4349409504341419,0.19639357798293264
High-end,80,305,38,0.3597964301702261,0.37677756877619495,2000,LDPC,0.08669853466340761,194.5853076531339,3.3409739512930283,0.4544787907745146,2.304851297351456,0.7665446447252009,0.3363840556134979,0.17893194517594557
Mid-range,94,181,36,9.777585099271166,0.32341984375700006,5000,BCH,0.09142670440056741,399.92953777896514,3.5076841596921784,0.3509372674885899,1.868038289700421,0.9583457768847325,0.49577094487510953,0.16195569626240336
Low-end,99,483,27,5.310691312480951,0.7467350354574964,2000,BCH,0.09495455036582821,487.09333955803686,2.001941899212286,0.24323475877147802,2.5807631516428122,0.5158011153242961,0.24616461455140376,0.10321620942740534
Mid-range,84,229,15,4.448177509407008,1.738347846826423,3000,BCH,0.02802520362405099,249.61415811328865,2.1666880355621907,0.17668781661701516,1.8434490205019487,0.92578867543998,0.30355994899910355,0.13383668953400407
High-end,105,415,35,5.72954434924846,1.2783307308301877,2000,BCH,0.042179727941309336,281.534693578138,2.9971418766568974,0.49507432167412924,2.1065781894961626,0.7869572968509237,0.3134439937601555,0.12110455698712803
High-end,93,445,15,3.924324443839406,1.0999749565354544,5000,LDPC,0.03839534983848744,393.3693857819484,4.27987347969919,0.1442929242078026,1.33547794042749,0.9214331949501395,0.48465971584184375,0.1976478301127288
Low-end,126,329,25,7.422820960762276,0.5808321476072362,3000,LDPC,0.09819593316095349,414.41793058974656,4.537504231476749,0.34162360549897597,2.620202991396031,0.6184543080319074,0.42160415667216133,0.11158745227811082
Mid-range,100,132,38,4.305656237805433,1.7598881090739176,1000,BCH,0.03419539840223308,440.9294394972947,2.016407429504195,0.491645912662131,2.1809547154355857,0.629774507300522,0.42971321798030365,0.1685413206634093
High-end,146,509,13,6.144671303405532,0.5345098283094613,2000,BCH,0.08306580847423248,274.24745749162787,4.783052054254539,0.2438536090728956,2.208293839534642,0.9134389819933758,0.21715874186957848,0.15544938362749897
High-end,121,186,13,1.6034688282476548,1.3906814055510388,2000,LDPC,0.034277705462045845,496.5727665443453,4.140411529982766,0.12912681375164264,2.437436318429868,0.5247237190437397,0.302095617077652,0.1547548731770172
Mid-range,86,445,50,8.82744197253287,1.8589017610155667,2000,BCH,0.04685944415622399,178.4339536665392,4.259624208260448,0.4345765451270629,2.7054029693742256,0.5515657902326017,0.4811822175431971,0.12224728848654422
Mid-range,94,438,22,0.6492496764575655,1.3359227962495608,1000,BCH,0.0656811001621745,130.68046087110116,2.0297457623610784,0.27508446592635255,1.3408322628297662,0.9620098469897517,0.4525939563548655,0.13428844934632822
High-end,128,65,14,7.681096379210013,0.8233819140232501,2000,BCH,0.07343601766630219,139.024345053834,4.528402536200372,0.17773208753336722,2.6330331349022273,0.9596559786877288,0.27179756652253534,0.16816492184602067
Mid-range,117,215,19,0.4066715208239794,0.35942506448234673,1000,LDPC,0.07493606855615327,295.5686587164955,2.891708719353173,0.31635257873547673,1.5728761904356792,0.8424372883692796,0.35614506567960874,0.15336632543949788
High-end,131,215,27,0.2845307310906613,0.7951450078726505,1000,LDPC,0.028925954257589308,298.5486000470066,3.0844232356908576,0.44768269302604535,2.2505459905449943,0.8629926800271852,0.3051526568821248,0.1958822342595968
Mid-range,160,385,50,3.4731004629603572,0.49873750840214803,2000,BCH,0.07511510709200052,158.04793183114882,3.3603203870440006,0.30357316532543044,1.5316541682459819,0.6079484882920863,0.25224627299080415,0.17648789706063825
High-end,112,106,22,9.588789124753024,1.6161779084858192,2000,LDPC,0.0868745034169516,159.24772340378962,4.278409281399516,0.4734952235787152,1.1240510982969194,0.9116444432982889,0.3842736178644589,0.1401814869201825
Low-end,163,406,25,8.571147192838861,1.2942418503352007,2000,LDPC,0.052701643794098994,488.31267785713453,4.879117254127957,0.41678656362462063,1.5945751617094077,0.7928419700022855,0.4436824999271106,0.10469203187046677
High-end,153,262,12,9.733057688901331,1.6858661461087792,1000,BCH,0.06071893916144669,495.08142280847636,3.842365648044705,0.2445116068845756,2.770653587028362,0.5298794483072075,0.33600644618818165,0.12589020011395421
High-end,108,277,23,2.90594439897505,0.8791565151758773,5000,LDPC,0.057893249120211224,302.02803370721847,3.6098793901081008,0.253479264100794,1.4516091468792145,0.9573620445612068,0.21822061067198076,0.13152113911951627
Mid-range,98,481,17,5.1410736414810545,1.9165922399561361,5000,LDPC,0.04383588702993858,146.60080112825938,2.264050726926029,0.11374151882031876,1.0720513247307162,0.5718766880042621,0.4445956686732931,0.1029107936186176
High-end,165,236,33,0.3207550709222058,1.3658449277828368,1000,LDPC,0.08631853074433798,297.37142057739356,4.787698535406463,0.24264884136286968,1.178419555442715,0.8589878801194919,0.23648765561209834,0.16039166993355655
Low-end,113,441,38,0.5664961717185908,1.25589522121532,1000,LDPC,0.09095520517073298,117.07175398125341,2.13314463848338,0.4538629226610127,1.769018183888502,0.7996972614755027,0.2096192691419377,0.17667060137142163
Low-end,90,428,11,8.816779191387928,0.39868124252997716,1000,BCH,0.021047663447344045,242.15736301712107,3.0448102317378596,0.19821339783640568,2.847637256713163,0.7371907372030351,0.279552042337608,0.18064662777237606
Low-end,81,196,48,7.2994611952924915,1.004295301088368,2000,BCH,0.03180521381943901,197.1357460300327,3.8985270359874336,0.44604545478844326,1.1241624228103735,0.9524106204899594,0.32898357066225503,0.18312709715739647
Low-end,147,98,16,4.864918438680214,1.762966126243544,4000,LDPC,0.07387077954196228,354.6718450867399,3.7418648446561598,0.10341308349434711,1.7788055350646295,0.7510409623834475,0.34582847527930544,0.14132776593696916
Mid-range,154,312,20,7.008478419935864,1.8610500927304816,1000,BCH,0.08204904410762778,261.96708025639975,2.172476732506147,0.372235010156705,1.8802140765352018,0.9378556751948393,0.36053562351051194,0.1464254970446549
Mid-range,94,78,18,2.464558866944484,1.2803704369310163,3000,BCH,0.08648874646545367,353.8038982892232,2.18704144298523,0.4333425292992442,1.7875325038078151,0.752134631835971,0.35436995385430536,0.16127161276191257
High-end,94,326,13,2.792744973407988,0.5094954303739117,2000,LDPC,0.0290985293992937,406.8035835940357,4.075491218387619,0.48664919780337657,2.256630268489594,0.6333401619173946,0.35599578022717104,0.17717986255200593
Low-end,150,415,19,4.2443157304864325,1.0987309450766523,3000,LDPC,0.025757742275368534,275.92673285769575,4.719333630288027,0.20340696457784616,1.5095720740334382,0.7930668278822319,0.31736149697200383,0.14161797512180713
