protocol,device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
ARC-QKD,Low-end,113,167,16,5.805423030140627,0.9442209196490619,2000,BCH,0.08993357191872094,185.8401852244653,3.987494286819164,0.21924456554036023,1.0121263119364863,0.6835158165782023,0.32451197972617746,0.15076724525565174
ARC-QKD,Mid-range,118,326,35,7.514652238659834,1.4205854339114448,2000,BCH,0.0609606153817964,146.64493115456628,2.7600934267541084,0.21417090038760414,2.9295375845358893,0.5100874994868291,0.38882415075928534,0.17922160648743934
BB84,Mid-range,92,414,27,3.1621831729101095,1.457635077115604,2000,BCH,0.07628613098265759,263.26415450387043,4.032830618108847,0.19588065369087562,2.4256571367305177,0.9268449542417363,0.4117530304561283,0.18118506578664317
ARC-QKD,Mid-range,162,233,21,2.1789757282223947,1.0178157892062227,2000,LDPC,0.027549935555790106,241.73342207430056,2.2910356802827483,0.11464996327869442,1.013205785582837,0.7696521256002544,0.43311025775826595,0.11272645324108285
ARC-QKD,Low-end,165,159,20,9.041657775359285,1.6696148055621072,3000,BCH,0.021278383609152636,121.79319959607673,4.7227529489403395,0.18650577179829342,2.40718974891252,0.7133901522976306,0.4277266409494098,0.15467497865212926
BB84,Low-end,158,118,43,7.408841766183616,1.7405087369308383,3000,BCH,0.072959449315304,371.14697945094645,5.447085708948838,0.43711281965264026,1.314280848062026,0.5923356870035162,0.2260594174930002,0.16506917946524324
BB84,High-end,106,309,11,8.881385666172253,1.4572333685153351,1000,LDPC,0.05257580552238963,175.72669131161786,4.454269150834622,0.4419299014983915,1.0653631762222648,0.5930690847373374,0.28670776699852285,0.125379204329288
ARC-QKD,High-end,94,116,38,1.1609083357066685,1.4810521885770582,5000,LDPC,0.025821046040023096,459.8166411487713,2.5954325116578247,0.2120181003462304,2.04273915178426,0.6779477684600398,0.4564150813192779,0.1875144927547783
ARC-QKD,Low-end,168,139,42,2.6768073852887135,1.1513021003270103,3000,BCH,0.060530096271789506,268.25013709045174,4.701668756564221,0.22829406748147651,2.6695757282603694,0.6099948918420237,0.26643642974194653,0.18887472430229277
ECDH,Low-end,99,453,31,7.896981565555071,0.2722858956130725,3000,BCH,0.0,0.0,0.4244118324930073,0.2759082241684647,2.872354269001958,0.6016542605389015,0.22737977228589462,0.1927089119890337
ARC-QKD,Low-end,134,262,29,6.845044734218376,1.146696839562641,3000,LDPC,0.0967228220518347,159.3856206997495,3.926627895811176,0.20170484049071763,2.649624920640174,0.5042192777222736,0.2783111179916182,0.1545099243641482
ECDH,High-end,98,121,38,3.5709689660932082,1.2309364735490196,2000,LDPC,0.0,0.0,0.13472066285369505,0.2048664353448617,1.5284717249093056,0.6874148147108261,0.41519337831008984,0.12358843815251042
ECDH,Mid-range,97,475,38,9.375328125622966,0.9598596535840651,4000,BCH,0.0,0.0,0.13532943069383607,0.34158637049936674,2.512488378991265,0.5311640827025237,0.28953874540607294,0.14736044069171117
ARC-QKD,Mid-range,99,288,40,7.964960975230275,1.87035489639875,3000,LDPC,0.024126621676913346,125.85785713249287,2.012863766565064,0.16690450684681046,2.6446935747893656,0.635449024628992,0.42983196847202687,0.1897277743991132
ARC-QKD,Low-end,143,359,39,1.0466885005250501,0.7543468867505982,3000,LDPC,0.09509361224140431,465.8342987753066,3.6780554748362637,0.2681099598843689,1.1653669953476316,0.6808015927109281,0.4647443127237519,0.10095627958264455
ARC-QKD,Mid-range,119,158,19,7.071679686175793,1.2516022702997083,3000,BCH,0.010825230412695723,404.6982720985063,3.9914767829625832,0.20879520924854977,1.9404206314983776,0.9001221080341402,0.20922814690277608,0.14876656975037716
BB84,High-end,158,466,33,8.267211754355193,0.7480860741594808,1000,LDPC,0.047834021570216864,168.15906887776137,5.314186967932199,0.3559554139572362,1.6480531877251816,0.8219003023199525,0.49201689622226347,0.14954758217604777
ARC-QKD,Mid-range,105,389,34,9.709676844174432,0.3459131989538551,3000,LDPC,0.07525542297676296,364.10358527784086,3.2127433430913377,0.326841958215485,2.12719843940763,0.6544786849615565,0.3385990753630581,0.17793259232285075
BB84,Mid-range,165,454,48,3.9541191006645557,1.9555921517567898,1000,LDPC,0.08140222098745052,221.9611270731102,4.754440292400728,0.3975553717260447,2.8637451600977837,0.8480481329432272,0.38083130125424486,0.15367890386111438
ARC-QKD,Low-end,144,345,43,3.947262218024585,0.39078871832364825,5000,LDPC,0.013438807978151807,326.76026142050193,3.9274140088560276,0.15608682804870733,1.6758420149351587,0.9850364800203051,0.3773514506710115,0.14753380041548653
BB84,Low-end,110,418,13,6.378367039676259,1.5909817155323827,4000,BCH,0.015556435166335696,186.7228613434909,3.9585814942313373,0.3853792331236078,1.5957644042672856,0.7922996453842711,0.35241455590202186,0.1969691887501509
BB84,Mid-range,164,147,16,0.7351079872454198,1.8656083364677563,3000,BCH,0.03642029530985343,255.55809995184197,2.59362270237718,0.4995214326839541,1.2641589753862665,0.9558435682930662,0.4309343388528917,0.19868841331083972
ARC-QKD,High-end,95,334,40,6.708932233175936,1.9004764102980507,2000,BCH,0.03283066532158653,154.02310481723273,3.083029698727255,0.4916312112095229,2.2201518752898273,0.5936381091820866,0.40275888302729623,0.1747220588191722
ARC-QKD,Mid-range,136,263,47,3.311608376861698,1.7504994733611523,2000,BCH,0.05582099317173996,480.7211381428387,3.7265247607309755,0.16478291256584277,2.07694002554347,0.9524641769858686,0.4636480921314376,0.13141158182856374
ARC-QKD,High-end,160,257,50,9.465068471478482,0.20137359392452017,1000,BCH,0.04885938502600731,384.0446111373388,4.129707619021307,0.4146282217877876,2.0000813198757466,0.7925911783116588,0.3092210935995938,0.12509781946649812
ARC-QKD,High-end,127,371,14,7.63912716983511,1.2679218228396223,1000,LDPC,0.08148183615650183,148.8017415431493,4.142195899074178,0.4700167464552437,1.5936716580854382,0.7584960501604983,0.2822379794199815,0.16853180408939933
ECDH,Mid-range,90,81,31,2.0118004351707537,0.21947574493722322,1000,LDPC,0.0,0.0,0.46684079930987854,0.28553286070464523,2.039693691677379,0.5470580817499857,0.298741855859329,0.11008722274734571
ARC-QKD,Mid-range,111,413,42,6.653671319098295,0.3214368306599498,1000,LDPC,0.015256918338749547,105.51775664525094,3.476988431679259,0.15951057197782925,2.2998909211481844,0.70655022105973,0.21141108214795573,0.18717469290549824
ARC-QKD,Low-end,98,80,33,3.0526237452294085,1.3236669703775183,4000,LDPC,0.042014398968522944,444.81627629646255,4.714095068661419,0.34648566989967927,1.7770281758576358,0.6875701790924202,0.41022665577920875,0.10115637778383046
ECDH,Low-end,141,389,10,8.351870983575894,0.629860049921065,4000,LDPC,0.0,0.0,0.3283551537585646,0.40288013484045704,1.0980550833156189,0.8770559322360858,0.3353886229779248,0.1694414703809107
ARC-QKD,Low-end,89,203,39,3.396786748522168,0.3915921498053193,2000,BCH,0.09887628907094848,279.6880877078298,4.841060523265941,0.26915731675735466,1.7261736231356333,0.7345062712937979,0.4832661013016882,0.13961003587003168
BB84,Mid-range,113,147,20,7.108303024908763,1.6608317191472963,2000,LDPC,0.07926260147577172,310.99341426946717,3.453748343118598,0.1304487936073111,1.5067724542410108,0.635506090050816,0.36729243067535206,0.17188639663664262
ARC-QKD,Mid-range,160,194,28,5.017575904534771,0.32200693985765566,5000,BCH,0.04020773048617461,299.9637480760378,2.60084690717392,0.13223315011760894,1.2119501291637076,0.8202693214676862,0.49668006442923784,0.11887876465950059
ARC-QKD,Mid-range,100,367,44,4.868045179845049,1.7206080977851284,4000,LDPC,0.05807162590488,362.44930739166887,2.4672978594104653,0.21752405352489262,2.1047362129681026,0.5614149616276471,0.3489202898767074,0.16012448170593468
ARC-QKD,Mid-range,82,380,42,3.902789478271262,0.7488468072092058,2000,LDPC,0.022923806227721187,459.05155857530127,4.310209621514459,0.3498408718730185,1.5304827070876705,0.5098348248412446,0.42900679026018473,0.16104713274054303
ARC-QKD,Low-end,113,147,30,4.260049608213262,1.8870853469855728,1000,LDPC,0.05087966331208145,454.64077967250125,2.3602198881762506,0.30011131196080437,1.1857240869787635,0.8792965450401644,0.21924193672341974,0.14395728256089743
ARC-QKD,High-end,129,370,36,2.1064749332501584,0.7383757238580322,3000,LDPC,0.09064678514762622,210.52572837240749,4.618515620901672,0.14057542186420302,1.7446736732039982,0.7292795828609522,0.4882740727135567,0.19391543043581197
BB84,Mid-range,99,379,10,8.452474514248937,0.7531725057687468,3000,BCH,0.06356836551593993,332.3592207150617,3.644911627598246,0.3214500647306825,1.3610957717632592,0.9814338944555808,0.30279364514940726,0.1960397166476378
ECDH,High-end,109,302,17,9.551509262294044,0.24599483525163443,3000,LDPC,0.0,0.0,0.39173969772306594,0.33645716154698857,2.1795446646223153,0.9945436484160375,0.47690348204708666,0.11444905030890684
ARC-QKD,High-end,96,230,17,2.689715916550501,1.4036802913868425,4000,LDPC,0.031877016124509445,347.13219729537684,3.204786870000092,0.49815142184658934,2.9453713768017153,0.66765594949765,0.24909754866123374,0.18476399252497885
ARC-QKD,High-end,127,105,23,2.6151652642165635,1.1052487136264688,4000,LDPC,0.022275598433171437,253.75920436033516,2.41820959899706,0.22104118981171617,1.1406972606288805,0.9303272167101375,0.3544477979911148,0.13459436467178018
ARC-QKD,High-end,124,172,14,0.2877763507178926,0.20676829881974834,1000,LDPC,0.08737751136250098,464.2260843216881,4.622426167926125,0.2608992419872803,1.8761560121779022,0.8144032833108752,0.26328741000619477,0.19165814418406724
BB84,Low-end,135,165,30,3.223947603875686,0.5862500327225921,4000,BCH,0.09852076973285039,373.7354584295185,3.096177911491326,0.40603293986422995,2.37197993061569,0.9486077992923525,0.33888702920908875,0.11093744447811833
ARC-QKD,Mid-range,143,178,18,9.723891589128804,1.3579423836519828,4000,BCH,0.036122687154748756,327.5387044711548,4.616524639974244,0.16477160376077019,2.477024285978282,0.6614983525935796,0.4525599331325725,0.11493574513166338
ARC-QKD,Low-end,141,310,12,3.326115140011151,1.4984224649628486,3000,BCH,0.09753629145080919,266.2656985908326,2.333102583480351,0.42239360637203816,1.3414923661340692,0.8319553020203261,0.2763108214137936,0.17314662675245773
ECDH,Low-end,118,88,25,9.684655509473647,1.5206007492911615,2000,BCH,0.0,0.0,0.2246323454570538,0.3323200404969738,1.4957181933017119,0.6754236939042542,0.3017702536399369,0.10396057132929466
BB84,Low-end,156,188,19,4.004775896528112,0.7004644695478268,2000,LDPC,0.012850616074792237,251.50652000559614,3.1055388621033138,0.19888550493266355,2.366675297700362,0.6907231754652849,0.29187046429710817,0.1254360839031284
ARC-QKD,High-end,102,510,16,0.18779191203924533,1.1961592305867375,5000,BCH,0.08904131421999627,191.37113986275847,3.4610054818162754,0.32424438525128196,2.8762692020110774,0.9858205126361338,0.3738050064104289,0.13551245794130784
ARC-QKD,High-end,163,67,19,8.432083551981604,0.7682276699164612,2000,BCH,0.01231984102530822,297.0479160153169,3.042390383798872,0.3805565679901136,1.7018974638170938,0.9603682055510497,0.24828121019122232,0.18824310278421186
ARC-QKD,High-end,115,487,24,2.5418308673334216,1.328419710176402,4000,BCH,0.025955389193509558,175.49295929021594,3.0386364238855803,0.2917720026057703,2.7087073185680763,0.6298103667822962,0.3610396481277854,0.15084105232458192
ARC-QKD,High-end,152,121,13,0.5401498318343015,1.2312709055770572,4000,BCH,0.07728841292248147,304.00117467357677,2.861215447228618,0.38755266645872954,2.533526636596405,0.8121074903242622,0.21873979420497955,0.11902068227797229
ARC-QKD,Low-end,106,348,28,8.85748752844643,1.7905065911512652,4000,LDPC,0.04597412703313695,265.04899770577975,2.129544122848733,0.25262590181338457,1.5293748523186312,0.7413729478815905,0.2917042218146932,0.1728897141896315
BB84,Low-end,153,439,24,1.6157465796913408,1.8141616773448874,5000,BCH,0.08890471216907125,190.67387661030898,4.26182534701363,0.3486974505140574,2.175123533091028,0.9900348725590543,0.27821736951620546,0.14698506359814906
ARC-QKD,Low-end,82,108,43,5.0150262989347025,1.6688211038902954,1000,LDPC,0.01558502182359434,230.3269542764817,3.9821704717214628,0.13737383264472247,1.1646778213105449,0.7695897682843131,0.3232374453504384,0.13915242998724292
BB84,Mid-range,161,160,26,7.53649047570015,1.5242518291679628,2000,BCH,0.0953572372342172,352.154615710632,2.4217138159834186,0.1881672049493337,2.6502442518789415,0.8303986961227652,0.4997322742510991,0.1394786421171721
ARC-QKD,Mid-range,115,179,31,6.335825057647776,0.3895479217149239,3000,BCH,0.012330040258686871,117.52715625076564,2.9781946132393444,0.28578117173965867,1.2029871556230312,0.6418646263229926,0.24149384880736416,0.12129529168757106
BB84,Low-end,143,109,21,8.578135114114316,1.4425943394142444,3000,LDPC,0.020878172185355606,310.94650025641545,4.335773475471042,0.23310626202486984,1.56624668128896,0.717865054815033,0.40082771315252774,0.1582162979672958
BB84,Mid-range,90,71,37,2.7454255761639828,0.3572930845635982,5000,BCH,0.06750440664065134,233.99978291024797,5.346062084413653,0.2884697544481217,2.8681859017843108,0.7542571964490251,0.3625954658210898,0.15126106377421566
ARC-QKD,Mid-range,149,223,32,3.6979576505640304,1.9909765101595747,1000,LDPC,0.06928572518429528,360.1581205523979,3.200197827278334,0.2002000136068161,2.3012985983637826,0.8638068674523905,0.24823250468763655,0.1723968147852803
ARC-QKD,Low-end,121,476,28,6.092156194037704,0.8952713761534912,5000,LDPC,0.09662732420224408,103.5533440555112,4.704486451248673,0.2771423771576054,1.2546389928342045,0.5542112029547639,0.2428339672989363,0.16748932553983814
ECDH,High-end,114,290,48,2.17511855138707,0.5671764271865072,4000,BCH,0.0,0.0,0.28002384004035885,0.13584350717722057,1.9855339869773703,0.713610776448093,0.47334186148845886,0.11022718391652551
ARC-QKD,High-end,95,438,45,5.318448917122422,1.0564628011055364,3000,BCH,0.06089350759743261,424.36076022795703,4.704230302337156,0.48331996821093515,1.1884980288240712,0.9354641954605312,0.2780859517188664,0.1735094415931751
ARC-QKD,High-end,95,433,21,9.29504931461329,1.014227498387521,5000,BCH,0.031059513005855188,107.76967099070775,4.1593824086309095,0.2794694023063514,2.435068167681963,0.8898595854868336,0.3518826780459099,0.12946834495409676
ARC-QKD,Mid-range,144,137,19,6.364178007127409,0.5149929601530239,2000,LDPC,0.06869667301344955,490.0155908592869,3.716519081630896,0.4258007364600177,1.4688192252304404,0.9063661437238287,0.4711259510622625,0.1686350544184383
ARC-QKD,Mid-range,113,378,36,9.16515690313394,0.9704001678081366,2000,LDPC,0.07750427348959187,489.9400895256568,2.5524659413923394,0.18176223690659046,2.169306933594496,0.9766745779743937,0.48213487761076296,0.19267998083325527
ARC-QKD,Mid-range,82,432,42,5.986904863984556,1.4746379982610327,5000,LDPC,0.07575161513140599,270.079939950498,4.950871893500663,0.12211884289117987,2.2753414163946943,0.6133513382952425,0.4165092525537738,0.11298948168027793
BB84,Mid-range,91,175,26,6.347383675796488,1.8370994062438255,1000,BCH,0.0745856725422197,120.85930900185417,2.4825123805903053,0.2661015437410964,2.1057949770596913,0.9066842657021199,0.3360239182644772,0.12380049018984995
ECDH,High-end,103,174,26,1.488863508861319,1.1963023623199642,4000,LDPC,0.0,0.0,0.4709309544496353,0.13191578261498813,2.9437543652904177,0.7949474269128314,0.27220218375681393,0.10187721633845037
ECDH,High-end,118,471,33,8.500897105746056,1.4176757436592102,1000,BCH,0.0,0.0,0.35986253527474643,0.17320679507164033,2.3007923677697133,0.9083209307574807,0.20952625596034496,0.13267531085842538
ARC-QKD,Mid-range,161,442,25,8.617223371372353,1.2193185984914001,4000,LDPC,0.015960793688145784,111.52003708863853,4.109958377047681,0.28556200288803957,2.2256115143002573,0.791226630608404,0.2585347431543618,0.10656745825614551
ARC-QKD,Mid-range,145,258,20,3.8654456398099217,1.2484197434482622,4000,BCH,0.09476712023359385,278.8060059861292,2.4127632512009485,0.10647991282034651,2.1144250780080833,0.9925690688640201,0.37924282117115815,0.16079213107265763
ARC-QKD,Low-end,84,118,12,6.522414667774395,1.8228210970750898,4000,BCH,0.013990948936359472,419.54572595742235,2.8111884796145574,0.4439325819208755,1.2199941350711676,0.9537248507951321,0.45190504807723375,0.14964057902117703
ARC-QKD,High-end,146,460,23,2.434917094106341,0.821433603737185,4000,BCH,0.0797429932145196,182.11366774360354,4.460140128872526,0.3164279864445222,2.671009491393322,0.9695243130616374,0.23734753038069822,0.12484343004672717
BB84,High-end,86,189,22,6.663046696014996,1.5404274714394146,3000,BCH,0.011754598306776044,371.9363775742539,4.563340703770676,0.3562783295594808,2.824489993565815,0.9640812727366944,0.26654100681376625,0.19981476291407746
ECDH,Mid-range,90,147,38,0.40723580922193814,0.5913058487894631,3000,LDPC,0.0,0.0,0.2546677162136617,0.21025290143621445,2.6397999496852904,0.8924899774106433,0.3052884851328331,0.18045959537225081
BB84,Low-end,111,285,29,7.447525762569524,0.9588501320926206,2000,LDPC,0.06440020716921684,311.0258562215726,3.4750161435421827,0.4329348035138365,2.993047833139033,0.9073881360008722,0.24183637878117217,0.17026113938015458
ARC-QKD,Mid-range,86,398,32,2.3317215743150634,1.518874221843397,4000,BCH,0.036686109915864795,263.27988290853347,4.923751658577083,0.30310416862393275,2.0356345525557495,0.6545667256785423,0.4509938596794825,0.15815262665262447
ARC-QKD,Mid-range,124,465,20,8.655970856527148,0.7499359882763377,2000,BCH,0.05446229516294791,107.99016544390545,4.6721661067587155,0.227001424135575,1.633548642730791,0.6140237292877505,0.49659216542610685,0.189649261665352
ARC-QKD,Low-end,82,506,33,2.7419398684894034,1.1634388369693027,1000,BCH,0.09048299179180655,475.7792617867217,2.58234187901329,0.44056261616925796,2.5810611079922294,0.9771919705048788,0.26902247496612275,0.16962710701569247
BB84,Mid-range,152,82,13,6.575487290092448,1.8445379597234088,4000,LDPC,0.037137648190490216,223.40566929953894,4.501516646084312,0.31884201348625046,1.0124747134700312,0.7699965390900354,0.42442138517972466,0.10380382564003507
ARC-QKD,Mid-range,147,230,46,9.130139939294235,0.470050618467037,1000,BCH,0.017874830566330168,407.8085048372694,2.3664842993157524,0.40408227868786095,2.710758517439602,0.8135496281839785,0.2130938447507404,0.16088243337014688
ARC-QKD,Low-end,121,421,34,3.2220827238697796,0.8161394531942627,5000,LDPC,0.06107136063533543,266.73325040432496,2.862096106945688,0.2037201681947287,1.4446756232060725,0.7883007181174513,0.28317936839370256,0.10717427534398102
ECDH,Mid-range,162,410,44,5.05064987730504,0.6387881358528853,2000,LDPC,0.0,0.0,0.2731315827661237,0.3094904167280748,2.3551525445639454,0.8842977143475722,0.38527443152112595,0.1480446154284759
ARC-QKD,Low-end,167,172,47,0.8300907350740461,0.5256489237687223,4000,LDPC,0.029482636499290678,470.3395392623942,3.0306274904834667,0.29125910344704675,2.9687180639036104,0.6614893842866929,0.3982570947304399,0.125801224787583
ARC-QKD,Mid-range,88,502,28,4.492619112720014,0.885003122959227,3000,BCH,0.07281954055100841,257.6154972106734,2.6970697889728523,0.4914254854508523,2.159941908000315,0.6005803242500365,0.4162546515439615,0.19531555266853465
ECDH,Low-end,99,251,29,5.207593433485505,1.6722645920683106,5000,LDPC,0.0,0.0,0.2858767786632053,0.25051448405052557,1.519222351001651,0.5624600835115907,0.31173699921732756,0.13740682072202834
ARC-QKD,High-end,85,309,10,2.774816121772915,1.535380847734855,5000,LDPC,0.09848741834284476,350.8501805068922,2.5509463758161943,0.26414540372676754,1.744602458138908,0.6405971385216302,0.4467422881323767,0.11679666510948862
ARC-QKD,Low-end,111,218,25,4.498972562887162,1.603796126619534,4000,LDPC,0.04636855752578603,289.44770748709925,2.092925208316549,0.49363136367851124,2.8147539232315406,0.5789543966915007,0.3829789983799323,0.13551845500374904
BB84,Low-end,153,511,26,7.503462686862999,1.293446142752352,4000,LDPC,0.06187160739317314,154.51424425322585,4.02064745970008,0.4817548017791816,1.2658427871075624,0.6465608495811478,0.22782447381147383,0.10634643072147532
ARC-QKD,Mid-range,102,235,21,9.216762409237644,1.1665656149582504,3000,BCH,0.0534441274870177,169.19356035821022,3.4587089141793577,0.3625822395079167,2.7380253278209565,0.5611488083536075,0.26576009032982983,0.14730398854764234
ARC-QKD,Low-end,103,365,18,5.280499998911115,1.9817083313937691,2000,LDPC,0.0820765905596248,421.1199077942537,2.959729692112394,0.20503621721272547,2.0770396337332837,0.8815989948492271,0.49959625369282296,0.13884856225734094
ECDH,High-end,90,489,34,4.688802299378943,0.9602846622311096,3000,LDPC,0.0,0.0,0.20967963107192478,0.32321388449772376,2.671844264890104,0.6106458966732919,0.2079696094715036,0.10932947597007953
ARC-QKD,High-end,122,283,32,8.692500940962322,1.7164900419122338,2000,BCH,0.06844595905639175,285.38766376693275,2.2484861455185,0.1178177448927667,2.692576468098508,0.5107562345159261,0.3017046838690392,0.13921081475398772
ARC-QKD,Low-end,142,105,31,3.9193560307293116,1.5643049022426156,3000,BCH,0.02994963674098096,180.64260826327208,3.89691588710175,0.37801823365077114,1.4156868513856777,0.6760685555259975,0.20567745824674727,0.1259999520678089
ARC-QKD,Low-end,142,336,30,7.161859807249801,0.7073762062450937,4000,BCH,0.04878157458903875,449.5396318366142,2.9012023319458455,0.11999787542586599,2.7766989469773775,0.9356048741653268,0.20273787740762841,0.18779025781108402
BB84,Low-end,126,427,40,4.185522378961331,0.3449104436730198,5000,LDPC,0.01922274581924083,270.6683206488971,5.539076375573315,0.41879732959467997,1.0298576398032304,0.6730213033647405,0.4155095958865054,0.1870349127244005
ARC-QKD,Mid-range,145,407,31,2.1434544207756394,1.6750015262595164,3000,BCH,0.05618015054924279,132.0287893651656,2.1018327580332805,0.2776267840758511,2.038631935108504,0.9246632272384376,0.2414720462574009,0.13732102561199794
ARC-QKD,Low-end,104,220,48,2.6648722268198854,1.9995366089981657,4000,BCH,0.049429892603782305,366.21729248415335,3.9324732499176642,0.34729341729087415,2.9726911014262587,0.7363673483355568,0.3152956073511291,0.11983680211829016
BB84,Mid-range,128,424,31,2.2766431426747467,0.9008238439823708,5000,LDPC,0.03449550661589302,109.87502001963765,2.9253150738847418,0.48915665747574877,1.9763272217139456,0.9259903641263787,0.2399860590287917,0.148670335440649
ARC-QKD,Low-end,138,74,37,9.25597568279595,1.558689775666139,4000,LDPC,0.0808085633656975,149.40304167306232,4.8924128966109635,0.4204799279053367,1.7999048042107613,0.9075729075133403,0.27202399938369404,0.16379675802051163
ARC-QKD,High-end,151,131,17,5.474313503767943,0.34318642102864116,2000,BCH,0.018529995697134764,267.71210698812,2.2420323854955955,0.1787683094664724,2.5842418603375816,0.7993109656036139,0.4165593304840248,0.18160513147201135
BB84,Mid-range,119,141,17,8.828807803765205,1.1715431200461484,1000,BCH,0.043483597667753185,306.38748048766735,4.196044018709609,0.3190331205657376,2.3905307528693625,0.5633896103586457,0.3757470802973868,0.18463892454172315
ARC-QKD,Mid-range,119,242,49,6.884143292305676,1.6047411525750501,4000,BCH,0.08833309209586271,276.1736222977055,2.4535255776736142,0.14833267459497468,2.995338754896187,0.9982362390189382,0.4497316654188073,0.19140399151926552
ARC-QKD,Mid-range,161,501,39,6.78520072901385,0.968874535724159,1000,BCH,0.03225011971632817,125.5561995007711,2.459465838858752,0.40574767038894066,2.2371709444169805,0.5313187275343317,0.3116370509646299,0.1379000026675829
BB84,Low-end,159,116,43,5.548474767470936,0.7648376857898314,5000,LDPC,0.0312835813462333,236.9958879389044,5.257685456812791,0.1389880711487623,1.8127702672107135,0.749722308800121,0.47287371930577393,0.1265407571517145
BB84,High-end,130,263,13,0.3248022472691893,0.4896828645001196,1000,LDPC,0.0725125244805704,258.0134700745671,5.803063297792796,0.22695220041339545,2.727637906591522,0.9874850756102063,0.34363962766933065,0.1798899645131563
ARC-QKD,High-end,118,134,50,9.118776550221636,1.0304839311176361,1000,BCH,0.03690308784552485,352.3630876299461,3.595829872799495,0.39802083726802406,2.4604556741260555,0.5547008120324354,0.46287632554833047,0.1908056243600964
ARC-QKD,Low-end,84,157,25,3.5366758270192666,0.8710432609750709,2000,BCH,0.03616015238232162,381.9839040161725,2.516828433639373,0.2468156342931389,1.2424066519081487,0.5672268842212619,0.234791744788584,0.11254742136206332
ARC-QKD,Low-end,164,377,41,5.028557977941542,1.25379794251249,5000,LDPC,0.029395248197853337,274.379606792606,3.61986290492717,0.24517901779167106,1.6854080144917019,0.9155014375646999,0.4415663473508817,0.16780482790264045
ARC-QKD,Low-end,82,322,27,5.598190604454013,1.189190078832815,4000,BCH,0.019841113588057003,192.4716511028339,2.2226092886564235,0.3993456085416136,2.2464002561189336,0.9932922494036294,0.3665838046895738,0.16540974841253187
ARC-QKD,Low-end,108,383,17,0.7986910799392568,0.816254717029993,2000,LDPC,0.09478821698187981,254.94508156142902,4.953097183573902,0.3704287311171329,2.47859736022138,0.8318166485682708,0.28861425083482434,0.1617591203838425
BB84,High-end,118,256,28,3.7551905908106518,1.246407407572185,5000,LDPC,0.0404446962090273,300.5536126261387,4.775562397589121,0.13046211883750303,2.205795452040652,0.6668424468031418,0.224277452481415,0.1843516224568087
ARC-QKD,High-end,127,336,37,2.390113122543032,1.3348310934281566,5000,BCH,0.023577016661375308,212.55890229293865,4.130986793319563,0.3459406342970237,2.180578086624969,0.8115482944321191,0.22081837013513578,0.11226367567988922
BB84,Mid-range,121,207,26,5.693867937631389,1.2864631421776795,3000,LDPC,0.032367358137999985,97.93007601957581,4.571470807425923,0.4056226110731658,2.1536237711498125,0.9280484342141133,0.3240457846146393,0.1842972710159739
ARC-QKD,Low-end,120,327,44,0.6210834655811417,0.241890828499555,5000,LDPC,0.09558674295478979,192.1030460678822,2.7139722519431513,0.27656646897081794,2.750289730929402,0.5282974152861488,0.2592455837809697,0.14333593970233757
BB84,Mid-range,144,260,15,0.8157776599898817,0.9346639426786836,1000,BCH,0.07971854419398956,126.14651625257866,5.168359118831799,0.22884470848024252,2.054876772018318,0.7876040754788005,0.4145339214889241,0.1415313907542676
ARC-QKD,High-end,89,294,12,5.7634542528576285,0.35772560979971724,1000,BCH,0.02918083385445841,219.03614908433713,2.7565810419838566,0.42629539263655536,1.363580938155242,0.9447315265449099,0.38993133354293597,0.1702781161231131
ARC-QKD,Mid-range,90,401,30,6.157872994729229,1.7328037302101347,1000,LDPC,0.03316525238470399,216.0316977951751,3.9658428826991488,0.20568756300678906,1.3214539259748375,0.823750739034175,0.22239443510193554,0.18002879980143272
ARC-QKD,High-end,83,443,47,1.5493081583525552,1.1166356075580843,4000,LDPC,0.014258863423983638,116.0476194899477,3.7170614954675925,0.3666009200212348,1.6642195733532759,0.9799881770084483,0.20310594751514743,0.16902453984070778
ECDH,High-end,103,484,31,9.577276159661189,1.384305113422412,4000,BCH,0.0,0.0,0.2841516266344105,0.13453137987153385,2.857892559158086,0.7483259849414126,0.4167993802444816,0.18172983433440973
BB84,Mid-range,157,317,15,2.715863948277449,1.426659513169405,5000,LDPC,0.08305789984007421,368.7126870584617,4.372101928829555,0.32650938692347065,2.8899237195429546,0.6748534248891688,0.29670891287247053,0.11595180570144972
BB84,High-end,153,258,15,9.247884464466228,1.7546723010168934,5000,BCH,0.05513000217122567,174.2233566753034,5.521184880464321,0.3729286768898601,1.061581832308104,0.7813581970683026,0.29208509138430105,0.14185257737643459
ARC-QKD,High-end,94,107,34,5.656432950101213,1.9154977931694686,4000,LDPC,0.09113851175289633,494.8458218791873,2.2148360066283344,0.45293477103673074,1.6115816703183716,0.6563027331122863,0.298746007450747,0.10200435235677556
ECDH,Low-end,101,168,24,4.39019702780378,1.8689749087600462,3000,BCH,0.0,0.0,0.12166305424624135,0.4174149075445929,2.307360622743878,0.6023322130498974,0.36874803108667986,0.13577327775492357
